Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday;StoreType;Assortment;CompetitionDistance;CompetitionOpenSinceMonth;CompetitionOpenSinceYear;Promo2;Promo2SinceWeek;Promo2SinceYear;PromoInterval;State;Latitude;Longitude
905;1;27.07.2015;7,830 €;1070;1;1;0;1;a;a;90;6;2014;0;;;;Niedersachsen;53,08;9,17
906;1;27.07.2015;13,997 €;1397;1;1;0;1;a;a;90;7;2010;0;;;;Sachsen-Anhalt;51,77;11,65
907;1;27.07.2015;6,843 €;775;1;1;0;1;a;c;250;;;0;;;;Thueringen;51,19;11,26
908;1;27.07.2015;6,639 €;461;1;1;0;1;a;a;1980;7;2010;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;53,29;7,96
909;1;27.07.2015;15,236 €;1273;1;1;0;0;a;c;1680;;;1;45;2009;Feb,May,Aug,Nov;Brandenburg;51,73;13,35
910;1;27.07.2015;8,961 €;725;1;1;0;1;d;c;12480;;;1;1;2013;Jan,Apr,Jul,Oct;Bayern;49,63;9,15
911;1;27.07.2015;13,059 €;973;1;1;0;1;a;c;16490;;;0;;;;Thueringen;51,32;10,09
912;1;27.07.2015;7,184 €;821;1;1;0;1;c;c;3100;5;2010;0;;;;Thueringen;50,93;12,59
913;1;27.07.2015;12,754 €;1397;1;1;0;1;a;a;280;;;0;;;;Schleswig-Holstein;54,55;9,76
914;1;27.07.2015;11,451 €;1130;1;1;0;1;c;c;2640;4;2011;1;22;2012;Mar,Jun,Sept,Dec;Brandenburg;52,35;13,48
915;1;27.07.2015;8,317 €;566;1;1;0;0;d;c;650;3;2013;1;40;2014;Jan,Apr,Jul,Oct;Bayern;50,24;11,09
916;1;27.07.2015;6,507 €;759;1;1;0;1;a;a;90;11;2012;0;;;;Nordrhein-Westfalen;51,74;8,26
917;1;27.07.2015;8,820 €;811;1;1;0;1;a;a;7240;2;2010;0;;;;Niedersachsen;52,4;7,93
918;1;27.07.2015;6,641 €;590;1;1;0;1;a;c;18710;4;2015;0;;;;Niedersachsen;52,84;7,56
919;1;27.07.2015;8,691 €;882;1;1;0;0;a;a;2620;;;1;45;2009;Feb,May,Aug,Nov;Sachsen;51,04;14,01
920;1;27.07.2015;8,533 €;678;1;1;0;0;a;a;850;2;2012;1;40;2014;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51,87;12,95
921;1;27.07.2015;9,457 €;988;1;1;0;1;a;a;840;9;2006;0;;;;Rheinland-Pfalz;50,45;7,68
922;1;27.07.2015;9,659 €;818;1;1;0;1;d;a;2110;3;2006;0;;;;Schleswig-Holstein;54,2;9,01
923;1;27.07.2015;6,143 €;734;1;1;0;1;a;a;280;9;2008;0;;;;Rheinland-Pfalz;49,41;7,78
924;1;27.07.2015;6,431 €;496;1;1;0;1;a;a;6420;4;2011;1;1;2012;Jan,Apr,Jul,Oct;Thueringen;50,47;10,75
925;1;27.07.2015;9,234 €;1407;1;1;0;0;c;a;470;3;2007;1;1;2012;Jan,Apr,Jul,Oct;Thueringen;50,71;10,65
926;1;27.07.2015;12,105 €;746;1;1;0;1;d;c;5150;3;2011;1;13;2010;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,46;9,26
927;1;27.07.2015;8,279 €;945;1;1;0;1;a;a;480;;;0;;;;Saarland;49,46;6,84
928;1;27.07.2015;13,135 €;891;1;1;0;1;d;c;1090;;;1;31;2013;Feb,May,Aug,Nov;Sachsen-Anhalt;51,47;11,85
929;1;27.07.2015;7,199 €;738;1;1;0;1;a;c;4820;9;2013;0;;;;Baden-Wuerttemberg;47,67;9,96
930;1;27.07.2015;7,543 €;1078;1;1;0;1;a;a;70;;;0;;;;Nordrhein-Westfalen;51,85;9,3
931;1;27.07.2015;7,024 €;686;1;1;0;1;a;c;1480;9;2011;1;1;2012;Jan,Apr,Jul,Oct;Sachsen;50,78;13,09
932;1;27.07.2015;9,998 €;843;1;1;0;0;a;a;15700;;;1;13;2010;Jan,Apr,Jul,Oct;Brandenburg;51,97;13,64
933;1;27.07.2015;10,517 €;1050;1;1;0;1;a;c;6270;2;2005;0;;;;Nordrhein-Westfalen;51,04;7,04
934;1;27.07.2015;7,858 €;661;1;1;0;1;a;c;5460;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,87;7,88
935;1;27.07.2015;7,899 €;679;1;1;0;1;a;c;22350;6;2010;0;;;;Brandenburg;52,41;12,3
936;1;27.07.2015;9,213 €;967;1;1;0;1;a;a;580;2;2008;0;;;;Bayern;47,65;10,98
937;1;27.07.2015;10,628 €;731;1;1;0;1;d;a;2810;;;1;10;2014;Jan,Apr,Jul,Oct;Hessen;51,24;9,26
938;1;27.07.2015;13,479 €;1163;1;1;0;1;a;a;2820;9;2009;0;;;;Hessen;50,68;8,93
939;1;27.07.2015;8,074 €;689;1;1;0;1;d;a;1340;;;0;;;;Rheinland-Pfalz;50,23;6,66
940;1;27.07.2015;10,474 €;936;1;1;0;1;d;c;6470;9;2012;0;;;;Bayern;48,43;11,86
941;1;27.07.2015;7,935 €;710;1;1;0;0;a;a;1200;12;2011;1;31;2013;Jan,Apr,Jul,Oct;Hessen;50,47;9,23
942;1;27.07.2015;9,841 €;578;1;1;0;1;d;c;6860;;;1;18;2011;Jan,Apr,Jul,Oct;Bayern;49,31;10,94
943;1;27.07.2015;8,435 €;666;1;1;0;1;d;c;18020;;;0;;;;Niedersachsen;53,49;8,92
944;1;27.07.2015;10,017 €;1426;1;1;0;1;c;a;1670;7;2015;0;;;;Sachsen;51,36;12,85
945;1;27.07.2015;5,050 €;505;1;1;0;1;a;c;12480;3;2011;0;;;;Nordrhein-Westfalen;51,31;6,41
946;1;27.07.2015;6,013 €;635;1;1;0;1;a;a;2220;12;2011;1;14;2015;Jan,Apr,Jul,Oct;Niedersachsen;52,17;8,3
947;1;27.07.2015;9,928 €;1211;1;1;0;0;a;a;460;3;2014;1;13;2010;Jan,Apr,Jul,Oct;Thueringen;50,49;11,84
948;1;27.07.2015;8,186 €;1976;1;1;0;0;b;b;1430;;;0;;;;Baden-Wuerttemberg;49,1;9,68
949;1;27.07.2015;8,695 €;620;1;1;0;1;a;a;870;3;2006;0;;;;Hessen;51,15;9,03
950;1;27.07.2015;9,484 €;753;1;1;0;0;a;a;8460;11;1994;0;;;;Bayern;48,21;10,11
951;1;27.07.2015;10,516 €;823;1;1;0;1;d;c;710;;;1;40;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,32;6,63
952;1;27.07.2015;6,989 €;550;1;1;0;0;d;c;6300;10;2013;0;;;;Baden-Wuerttemberg;47,96;9,94
953;1;27.07.2015;7,398 €;596;1;1;0;1;a;a;19830;4;2006;1;22;2011;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51,03;7,03
954;1;27.07.2015;8,380 €;889;1;1;0;1;a;a;390;2;2013;1;10;2014;Jan,Apr,Jul,Oct;Brandenburg;53,08;13,09
955;1;27.07.2015;7,599 €;546;1;1;0;1;d;c;1690;7;2009;1;36;2013;Mar,Jun,Sept,Dec;Bayern;49,14;10,27
956;1;27.07.2015;3,790 €;472;1;1;0;1;a;a;2330;10;2014;1;18;2011;Feb,May,Aug,Nov;Niedersachsen;52,47;7,83
957;1;27.07.2015;12,857 €;1122;1;1;0;1;d;c;1420;11;2012;0;;;;Bayern;48,07;12,13
958;1;27.07.2015;4,449 €;526;1;1;0;1;a;a;440;11;2013;0;;;;Baden-Wuerttemberg;47,98;8,71
959;1;27.07.2015;9,417 €;871;1;1;0;1;a;c;1060;12;2005;0;;;;Baden-Wuerttemberg;48,7;8,39
960;1;27.07.2015;11,132 €;763;1;1;0;1;d;a;8990;;;1;31;2009;Feb,May,Aug,Nov;Niedersachsen;53,3;9,37
961;1;27.07.2015;8,129 €;723;1;1;0;1;d;c;9430;;;0;;;;Sachsen-Anhalt;51,5;11,03
962;1;27.07.2015;9,092 €;1015;1;1;0;1;c;a;260;;;0;;;;Schleswig-Holstein;54,41;10,24
963;1;27.07.2015;18,785 €;1386;1;1;0;1;a;c;23620;11;2013;0;;;;Nordrhein-Westfalen;51,64;8,02
964;1;27.07.2015;12,484 €;1537;1;1;0;0;a;a;270;;;1;5;2013;Feb,May,Aug,Nov;Bayern;49,46;11,21
965;1;27.07.2015;11,049 €;957;1;1;0;1;a;c;110;;;0;;;;Sachsen;50,58;12,03
966;1;27.07.2015;6,147 €;651;1;1;0;1;a;a;760;2;2008;0;;;;Nordrhein-Westfalen;50,43;6,69
967;1;27.07.2015;9,397 €;833;1;1;0;1;a;c;3560;9;2013;1;36;2013;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,23;10,01
968;1;27.07.2015;9,661 €;986;1;1;0;1;c;a;1190;;;0;;;;Bayern;48,67;11,02
969;1;27.07.2015;5,483 €;779;1;1;0;0;a;c;600;11;1999;1;10;2013;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,23;10,97
970;1;27.07.2015;3,366 €;366;1;1;0;1;a;a;910;12;2014;1;37;2009;Jan,Apr,Jul,Oct;Hessen;50,4;9,67
971;1;27.07.2015;14,510 €;1339;1;1;0;1;c;a;1140;5;2011;1;14;2012;Mar,Jun,Sept,Dec;Bayern;49,86;9,9
972;1;27.07.2015;5,998 €;534;1;1;0;1;a;a;14960;;;0;;;;Baden-Wuerttemberg;48,47;9,97
973;1;27.07.2015;9,471 €;922;1;1;0;1;d;c;330;;;1;28;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,08;8,1
974;1;27.07.2015;15,759 €;1840;1;1;0;0;a;a;150;3;2011;1;40;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,86;10,85
975;1;27.07.2015;9,466 €;720;1;1;0;1;a;c;9630;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,57;7,84
976;1;27.07.2015;9,476 €;837;1;1;0;1;a;a;4180;;;0;;;;Thueringen;50,7;10,36
977;1;27.07.2015;8,002 €;679;1;1;0;0;a;a;520;9;2005;1;13;2010;Jan,Apr,Jul,Oct;Bayern;47,94;11,23
978;1;27.07.2015;9,538 €;1136;1;1;0;1;c;c;3890;;;0;;;;Sachsen-Anhalt;51,74;12,55
979;1;27.07.2015;9,924 €;824;1;1;0;1;a;c;2270;11;2005;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;53,15;9,48
980;1;27.07.2015;9,041 €;605;1;1;0;1;a;a;4420;9;2005;0;;;;Baden-Wuerttemberg;48,39;7,95
981;1;27.07.2015;10,181 €;910;1;1;0;1;d;c;2620;11;2002;0;;;;Bayern;49,87;12,44
982;1;27.07.2015;13,856 €;1015;1;1;0;1;d;a;21930;;;0;;;;Thueringen;50,78;11,36
983;1;27.07.2015;12,096 €;1291;1;1;0;1;a;a;40;3;2014;1;1;2014;Jan,Apr,Jul,Oct;Bayern;49,78;11,16
984;1;27.07.2015;10,770 €;956;1;1;0;1;c;a;440;;;1;1;2013;Jan,Apr,Jul,Oct;Brandenburg;53,26;14,09
985;1;27.07.2015;12,118 €;998;1;1;0;0;c;c;490;5;2007;1;13;2010;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,65;11,93
986;1;27.07.2015;5,679 €;661;1;1;0;1;a;a;620;10;2014;1;18;2014;Feb,May,Aug,Nov;Nordrhein-Westfalen;50,77;6,92
987;1;27.07.2015;8,000 €;926;1;1;0;1;c;a;1690;6;2007;0;;;;Nordrhein-Westfalen;50,94;7,97
988;1;27.07.2015;6,011 €;812;1;1;0;1;a;a;30;11;2012;0;;;;Brandenburg;52,5;14,3
989;1;27.07.2015;7,771 €;746;1;1;0;0;a;a;1640;6;2006;1;40;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,74;7,9
990;1;27.07.2015;9,382 €;703;1;1;0;1;d;a;20930;;;0;;;;Brandenburg;53,34;12,14
991;1;27.07.2015;7,094 €;580;1;1;0;1;a;a;1010;;;0;;;;Mecklenburg-Vorpommern;53,57;12,09
992;1;27.07.2015;6,459 €;725;1;1;0;1;a;a;2480;7;1990;0;;;;Sachsen;51,42;12,83
993;1;27.07.2015;11,780 €;949;1;1;0;1;d;c;3460;10;2013;1;10;2014;Jan,Apr,Jul,Oct;Sachsen;51,45;14,16
994;1;27.07.2015;8,427 €;656;1;1;0;1;a;a;2290;7;2011;1;1;2012;Jan,Apr,Jul,Oct;Hessen;51,03;10,18
995;1;27.07.2015;12,969 €;958;1;1;0;1;d;a;6560;12;2013;0;;;;Hessen;51,04;8,96
996;1;27.07.2015;12,044 €;995;1;1;0;1;c;a;2870;7;2015;1;13;2010;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,59;9,81
997;1;27.07.2015;8,516 €;603;1;1;0;1;d;c;5840;7;2010;1;37;2009;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,77;7,77
998;1;27.07.2015;6,062 €;593;1;1;0;0;a;a;780;9;2005;1;5;2013;Feb,May,Aug,Nov;Schleswig-Holstein;54,03;10,25
999;1;27.07.2015;14,506 €;854;1;1;0;1;d;c;15140;2;2002;1;37;2009;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;50,63;6,39
1000;1;27.07.2015;8,951 €;742;1;1;0;0;a;c;2230;5;2009;1;40;2014;Jan,Apr,Jul,Oct;Bayern;49,42;10,41
1;7;26.07.2015;0 €;0;0;0;0;0;c;a;1270;9;2008;0;;;;Sachsen-Anhalt;52,73;11,67
2;7;26.07.2015;0 €;0;0;0;0;0;a;a;570;11;2007;1;13;2010;Jan,Apr,Jul,Oct;Bayern;48,47;12,05
3;7;26.07.2015;0 €;0;0;0;0;0;a;a;14130;12;2006;1;14;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,93;11,63
4;7;26.07.2015;0 €;0;0;0;0;0;c;c;620;9;2009;0;;;;Hessen;50,63;9,45
5;7;26.07.2015;0 €;0;0;0;0;0;a;a;29910;4;2015;0;;;;Brandenburg;52,96;11,82
6;7;26.07.2015;0 €;0;0;0;0;0;a;a;310;12;2013;0;;;;Mecklenburg-Vorpommern;53,63;11,52
7;7;26.07.2015;0 €;0;0;0;0;0;a;c;24000;4;2013;0;;;;Bayern;48,82;12,26
8;7;26.07.2015;0 €;0;0;0;0;0;a;a;7520;10;2014;0;;;;Nordrhein-Westfalen;51,4;7,12
9;7;26.07.2015;0 €;0;0;0;0;0;a;c;2030;8;2000;0;;;;Nordrhein-Westfalen;52,07;6,92
10;7;26.07.2015;0 €;0;0;0;0;1;a;a;3160;9;2009;0;;;;Niedersachsen;53,48;7,2
11;7;26.07.2015;0 €;0;0;0;0;0;a;c;960;11;2011;1;1;2012;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,06;7,09
12;7;26.07.2015;0 €;0;0;0;0;0;a;c;1070;;;1;13;2010;Jan,Apr,Jul,Oct;Hessen;49,73;9,02
13;7;26.07.2015;0 €;0;0;0;0;0;d;a;310;;;1;45;2009;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;53,63;11,94
14;7;26.07.2015;0 €;0;0;0;0;0;a;a;1300;3;2014;1;40;2011;Jan,Apr,Jul,Oct;Bayern;48,68;13,2
15;7;26.07.2015;0 €;0;0;0;0;0;d;c;4110;3;2010;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;51,61;9,68
16;7;26.07.2015;0 €;0;0;0;0;0;a;c;3270;;;0;;;;Niedersachsen;52,82;10,2
17;7;26.07.2015;0 €;0;0;0;0;0;a;a;50;12;2005;1;26;2010;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51,59;11,86
18;7;26.07.2015;0 €;0;0;0;0;0;d;c;13840;6;2010;1;14;2012;Jan,Apr,Jul,Oct;Hessen;51,19;9,95
19;7;26.07.2015;0 €;0;0;0;0;0;a;c;3240;;;1;22;2011;Mar,Jun,Sept,Dec;Bayern;49,49;10,67
20;7;26.07.2015;0 €;0;0;0;0;0;d;a;2340;5;2009;1;40;2014;Jan,Apr,Jul,Oct;Brandenburg;52,77;12,37
21;7;26.07.2015;0 €;0;0;0;0;0;c;c;550;10;1999;1;45;2009;Jan,Apr,Jul,Oct;Brandenburg;51,84;14,3
22;7;26.07.2015;0 €;0;0;0;0;0;a;a;1040;;;1;22;2012;Jan,Apr,Jul,Oct;Bayern;49,52;10,14
23;7;26.07.2015;0 €;0;0;0;0;0;d;a;4060;8;2005;0;;;;Hessen;51,54;9,46
24;7;26.07.2015;0 €;0;0;0;0;0;a;c;4590;3;2000;1;40;2011;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,01;11,04
25;7;26.07.2015;0 €;0;0;0;0;0;c;a;430;4;2003;0;;;;Rheinland-Pfalz;49,7;8,04
26;7;26.07.2015;0 €;0;0;0;0;0;d;a;2300;;;0;;;;Niedersachsen;53,74;9,37
27;7;26.07.2015;0 €;0;0;0;0;0;a;a;60;1;2005;1;5;2011;Jan,Apr,Jul,Oct;Thueringen;50,93;12,27
28;7;26.07.2015;0 €;0;0;0;0;0;a;a;1200;10;2014;1;6;2015;Mar,Jun,Sept,Dec;Brandenburg;52,64;13,59
29;7;26.07.2015;0 €;0;0;0;0;0;d;c;2170;;;0;;;;Mecklenburg-Vorpommern;53,42;12,09
30;7;26.07.2015;0 €;0;0;0;0;0;a;a;40;2;2014;1;10;2014;Mar,Jun,Sept,Dec;Bayern;48,79;13,03
31;7;26.07.2015;0 €;0;0;0;0;0;d;c;9800;7;2012;0;;;;Mecklenburg-Vorpommern;54,25;12,6
32;7;26.07.2015;0 €;0;0;0;0;0;a;a;2910;;;1;45;2009;Feb,May,Aug,Nov;Brandenburg;52,03;13,27
33;7;26.07.2015;0 €;0;0;0;0;0;a;c;1320;5;2013;0;;;;Thueringen;50,65;12,09
34;7;26.07.2015;0 €;0;0;0;0;0;c;a;2240;9;2009;0;;;;Berlin;52,42;13,35
35;7;26.07.2015;0 €;0;0;0;0;0;d;c;7660;10;2000;1;1;2012;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,34;12,72
36;7;26.07.2015;0 €;0;0;0;0;0;a;c;540;6;2003;1;40;2014;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,57;8,12
37;7;26.07.2015;0 €;0;0;0;0;0;c;a;4230;12;2014;0;;;;Rheinland-Pfalz;49,94;7,42
38;7;26.07.2015;0 €;0;0;0;0;0;d;a;1090;4;2007;0;;;;Bayern;48,62;11,04
39;7;26.07.2015;0 €;0;0;0;0;0;a;a;260;10;2006;1;31;2013;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,55;7,89
40;7;26.07.2015;0 €;0;0;0;0;0;a;a;180;;;1;45;2009;Feb,May,Aug,Nov;Niedersachsen;53,42;9,37
41;7;26.07.2015;0 €;0;0;0;0;0;d;c;1180;;;1;31;2013;Jan,Apr,Jul,Oct;Bayern;48,3;10,99
42;7;26.07.2015;0 €;0;0;0;0;0;a;c;290;;;1;40;2011;Jan,Apr,Jul,Oct;Bayern;49,86;9,67
43;7;26.07.2015;0 €;0;0;0;0;0;d;a;4880;;;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;53,69;8,93
44;7;26.07.2015;0 €;0;0;0;0;0;a;a;540;6;2011;0;;;;Bayern;48,46;13,05
45;7;26.07.2015;0 €;0;0;0;0;0;d;a;9710;2;2014;0;;;;Schleswig-Holstein;53,82;9,75
46;7;26.07.2015;0 €;0;0;0;0;0;c;a;1200;9;2005;1;14;2011;Jan,Apr,Jul,Oct;Hessen;50,63;9,65
47;7;26.07.2015;0 €;0;0;0;0;0;a;c;270;4;2013;1;14;2013;Jan,Apr,Jul,Oct;Bayern;47,99;12,7
48;7;26.07.2015;0 €;0;0;0;0;0;a;a;1060;5;2012;0;;;;Schleswig-Holstein;54,83;9,41
49;7;26.07.2015;0 €;0;0;0;0;0;d;c;18010;9;2007;0;;;;Brandenburg;52,37;13,04
50;7;26.07.2015;0 €;0;0;0;0;0;d;a;6260;11;2009;0;;;;Bayern;47,82;11,17
51;7;26.07.2015;0 €;0;0;0;0;0;a;c;10570;7;2013;1;9;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,89;7,76
52;7;26.07.2015;0 €;0;0;0;0;0;d;c;450;4;2014;1;39;2010;Jan,Apr,Jul,Oct;Brandenburg;52,72;13,24
53;7;26.07.2015;0 €;0;0;0;0;0;a;c;30360;9;2013;0;;;;Nordrhein-Westfalen;50,68;7,37
54;7;26.07.2015;0 €;0;0;0;0;0;d;c;7170;8;2014;1;5;2013;Feb,May,Aug,Nov;Bayern;48,2;12,51
55;7;26.07.2015;0 €;0;0;0;0;0;a;a;720;11;2004;0;;;;Thueringen;50,64;12,15
56;7;26.07.2015;0 €;0;0;0;0;0;d;c;6620;3;2012;1;10;2014;Mar,Jun,Sept,Dec;Brandenburg;52,46;14,58
57;7;26.07.2015;0 €;0;0;0;0;0;d;c;420;6;2014;0;;;;Sachsen-Anhalt;51,83;12,69
58;7;26.07.2015;0 €;0;0;0;0;0;a;c;7340;5;2008;1;27;2012;Jan,Apr,Jul,Oct;Hessen;50,77;8,81
59;7;26.07.2015;0 €;0;0;0;0;0;a;c;2840;6;2007;1;14;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,78;12,65
60;7;26.07.2015;0 €;0;0;0;0;0;d;c;5540;10;2009;0;;;;Sachsen-Anhalt;51,64;10,91
61;7;26.07.2015;0 €;0;0;0;0;0;a;c;350;12;2007;1;1;2012;Jan,Apr,Jul,Oct;Brandenburg;52,31;13,82
62;7;26.07.2015;0 €;0;0;0;0;0;a;a;2050;;;0;;;;Hessen;51,3;9,14
63;7;26.07.2015;0 €;0;0;0;0;0;c;c;3700;6;2010;1;18;2010;Feb,May,Aug,Nov;Niedersachsen;52,91;8,43
64;7;26.07.2015;0 €;0;0;0;0;0;d;c;22560;;;1;14;2013;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,54;7,79
65;7;26.07.2015;0 €;0;0;0;0;0;a;c;13840;5;2010;1;1;2012;Jan,Apr,Jul,Oct;Bayern;49,25;10,7
66;7;26.07.2015;0 €;0;0;0;0;0;d;a;7660;;;1;37;2009;Jan,Apr,Jul,Oct;Bayern;48,32;11,58
67;7;26.07.2015;0 €;0;0;0;0;0;a;c;410;2;2006;0;;;;Baden-Wuerttemberg;48,08;9,57
68;7;26.07.2015;0 €;0;0;0;0;0;a;c;250;;;1;35;2012;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;50,83;7,14
69;7;26.07.2015;0 €;0;0;0;0;0;c;c;1130;;;1;40;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,93;13
70;7;26.07.2015;0 €;0;0;0;0;1;c;c;4840;;;0;;;;Niedersachsen;53,11;11,04
71;7;26.07.2015;0 €;0;0;0;0;0;a;a;17500;8;2008;1;37;2009;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;52,04;7,19
72;7;26.07.2015;0 €;0;0;0;0;0;a;a;2200;12;2009;1;13;2010;Jan,Apr,Jul,Oct;Niedersachsen;53;9,09
73;7;26.07.2015;0 €;0;0;0;0;0;a;c;1650;9;2008;0;;;;Nordrhein-Westfalen;51,64;7,23
74;7;26.07.2015;0 €;0;0;0;0;0;a;a;330;;;0;;;;Nordrhein-Westfalen;51,12;6,17
75;7;26.07.2015;0 €;0;0;0;0;0;d;c;22440;12;2013;0;;;;Bayern;48,95;13,59
76;7;26.07.2015;0 €;0;0;0;0;0;d;c;19960;3;2006;0;;;;Sachsen;51,45;12,82
77;7;26.07.2015;0 €;0;0;0;0;0;d;c;1090;8;2009;1;10;2014;Jan,Apr,Jul,Oct;Brandenburg;53,26;11,97
78;7;26.07.2015;0 €;0;0;0;0;0;a;a;3510;11;2006;1;5;2013;Feb,May,Aug,Nov;Hessen;49,87;8,98
79;7;26.07.2015;0 €;0;0;0;0;0;a;a;3320;;;0;;;;Sachsen;51,1;14,57
80;7;26.07.2015;0 €;0;0;0;0;0;d;a;7910;;;0;;;;Rheinland-Pfalz;50,31;7,66
81;7;26.07.2015;0 €;0;0;0;0;0;a;a;2370;3;2011;1;40;2014;Jan,Apr,Jul,Oct;Bayern;47,99;12,81
82;7;26.07.2015;0 €;0;0;0;0;0;a;a;22390;4;2008;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;53,22;9,35
83;7;26.07.2015;0 €;0;0;0;0;0;a;a;2710;;;0;;;;Bayern;47,67;11,81
84;7;26.07.2015;0 €;0;0;0;0;0;a;c;11810;8;2014;0;;;;Baden-Wuerttemberg;47,9;8,11
85;7;26.07.2015;11,421 €;1606;1;0;0;0;b;a;1870;10;2011;0;;;;Sachsen-Anhalt;52,07;12,23
86;7;26.07.2015;0 €;0;0;0;0;0;a;a;480;2;2005;1;31;2013;Jan,Apr,Jul,Oct;Bayern;48,23;10,46
87;7;26.07.2015;0 €;0;0;0;0;0;a;a;560;12;2010;0;;;;Bayern;50,02;9,13
88;7;26.07.2015;0 €;0;0;0;0;0;a;a;10690;10;2005;0;;;;Hessen;51,5;9,58
89;7;26.07.2015;0 €;0;0;0;0;0;a;a;2380;7;2004;1;40;2014;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,25;8,6
90;7;26.07.2015;0 €;0;0;0;0;0;a;a;330;11;2007;0;;;;Rheinland-Pfalz;49,83;7,18
91;7;26.07.2015;0 €;0;0;0;0;0;c;a;2410;;;1;35;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;50,69;6,97
92;7;26.07.2015;0 €;0;0;0;0;0;c;a;240;;;1;45;2009;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,91;8,38
93;7;26.07.2015;0 €;0;0;0;0;0;a;a;16690;;;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;52,75;8,3
94;7;26.07.2015;0 €;0;0;0;0;0;d;c;14620;;;0;;;;Niedersachsen;52,55;7,03
95;7;26.07.2015;0 €;0;0;0;0;0;a;a;1890;10;2014;0;;;;Saarland;49,58;7,11
96;7;26.07.2015;0 €;0;0;0;0;0;a;a;8780;2;2005;1;37;2009;Jan,Apr,Jul,Oct;Brandenburg;51,66;13,56
97;7;26.07.2015;0 €;0;0;0;0;0;d;c;8980;;;0;;;;Bayern;50,05;9,21
98;7;26.07.2015;0 €;0;0;0;0;0;d;c;15140;12;2006;1;1;2012;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,66;6,94
99;7;26.07.2015;0 €;0;0;0;0;0;c;c;2030;11;2003;1;22;2012;Mar,Jun,Sept,Dec;Bayern;47,82;12,89
100;7;26.07.2015;0 €;0;0;0;0;0;d;a;17930;;;0;;;;Mecklenburg-Vorpommern;54,07;12,27
101;7;26.07.2015;0 €;0;0;0;0;0;d;c;2440;;;1;22;2012;Mar,Jun,Sept,Dec;Brandenburg;53,01;12,87
102;7;26.07.2015;0 €;0;0;0;0;0;a;a;150;12;2007;1;10;2014;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;47,76;7,66
103;7;26.07.2015;0 €;0;0;0;0;0;d;c;5210;5;2015;0;;;;Baden-Wuerttemberg;47,99;7,85
104;7;26.07.2015;0 €;0;0;0;0;0;a;a;390;6;2009;0;;;;Niedersachsen;52,37;9,66
105;7;26.07.2015;0 €;0;0;0;0;0;a;c;6190;;;1;23;2013;Mar,Jun,Sept,Dec;Bayern;50,03;10,97
106;7;26.07.2015;0 €;0;0;0;0;0;a;a;1390;8;2013;0;;;;Baden-Wuerttemberg;48,22;8,61
107;7;26.07.2015;0 €;0;0;0;0;1;a;a;1930;9;2009;0;;;;Nordrhein-Westfalen;51,02;8,11
108;7;26.07.2015;0 €;0;0;0;0;0;d;c;2190;9;2003;0;;;;Berlin;52,55;13,17
